session.id	speaker.id	word.id	morphemes	word.transcription	glosses	types	ids	record.id	subcorpus	genre	spkr.age	pref.seq	cat.seq	bigram.type
clldch3r01s04a	63	574153	a mai ca yokt e	amaicoyokte	2S/A NEG eat NEG IND.PST	prefix prefix stem suffix suffix	654 1199 771 2460 1234	CLLDCh3R01S04a.253	CLLD	Conversation	9037	a.mai	ag.neg	"ag,neg"
clldch1r03s06	63	230263	a mai chitt yokt e	amaichiyokte	2S/A NEG meet NEG IND.PST	prefix prefix stem suffix suffix	654 1199 79 2460 1234	CLLDCh1R03S06.755	CLLD	Conversation	9098	a.mai	ag.neg	"ag,neg"
clldch3r06s02	63	640591	a mai chitt yokt e	amachiyokte	2S/A NEG meet NEG IND.PST	prefix prefix stem suffix suffix	654 1199 79 2460 1234	CLLDCh3R06S02.1153	CLLD	Conversation	9187	a.mai	ag.neg	"ag,neg"
clldch1r06s04	63	282070	a mai copt th e	amaicopthe	2S/A NEG see NEG IND.PST	prefix prefix stem suffix suffix	654 1199 947 2458 1234	CLLDCh1R06S04.0510	CLLD	Conversation	9191	a.mai	ag.neg	"ag,neg"
clldch2r06s04	63	444011	a mai copt yokt e	amaicopyokte	2S/A NEG see NEG IND.PST	prefix prefix stem suffix suffix	654 1199 947 2460 1234	CLLDCh2R06S04.0985	CLLD	Conversation	9189	a.mai	ag.neg	"ag,neg"
clldch1r04s06a	63	248232	kha mai copt th a	khamaicopthaʔ	1nsP NEG look.at NEG IMP	prefix prefix stem suffix suffix	655 1199 947 2458 1236	CLLDCh1R04S06a.1132	CLLD	Conversation	9125	kha.mai	pat.neg	"neg,pat"
clldch2r04s04	63	422583	kha u patt no go	khaupatnogo	1nsP 3nsS/A call IND.NPST NMLZ	prefix prefix stem suffix suffix	655 1201 1842 2330 1119	CLLDCh2R04S04.32	CLLD	Conversation	9125	kha.u	pat.ag	"ag,pat"
clldch4r01s01	63	759286	kha u ŋek no	khauneknokha	1nseP 3nsS/A bite IND.NPST	prefix prefix stem suffix	655 1201 2489 2330	CLLDCh4R01S01.1387	CLLD	Conversation	9033	kha.u	pat.ag	"ag,pat"
clldch4r02s01	63	777102	kha a catt	khaacaiʔ	1nseP 2S/A hit	prefix prefix stem	655 654 799	CLLDCh4R02S01.0548	CLLD	Conversation	9068	kha.a	pat.ag	"ag,pat"
pear_8-2	64	1199399	u mai lud th e	umailute	3nsS/A NEG tell NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 1575 2458 1234	pear_8-2.0365	adult	Experimental	10220	u.mai	ag.neg	"ag,neg"
pear_8-1	64	1197109	u mai mett yokt e	umaimeyakte	3nsS/A NEG make NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 292 2460 1234	pear_8-1.0855	adult	Experimental	10220	u.mai	ag.neg	"ag,neg"
pear_8-2	64	1199141	u mai mett th a ŋ e	umaimettehẽ	3sA NEG do.with/to NEG PST 1sS/P IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 294 2458 1202 2875 1234	pear_8-2.0270	adult	Experimental	10220	u.mai	ag.neg	"ag,neg"
pear_8-2	64	1198620	u mai cekt yokt a yakt e	umaicekyaktakte	3nsS/A NEG speak NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 45 2460 1202 6674 1234	pear_8-2.0059	adult	Experimental	10220	u.mai	ag.neg	"ag,neg"
pear_8-1	64	1195321	u mai cekt yokt e	umaicektakte	3nsS/A NEG speak NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 45 2460 1234	pear_8-1.0312	adult	Experimental	10220	u.mai	ag.neg	"ag,neg"
pear_8-4	64	1201135	u mai cekt yakt e	umaiceyakte	3nsS/A NEG speak NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 45 2460 1234	pear_8-4.0117	adult	Experimental	10220	u.mai	ag.neg	"ag,neg"
pear_8-1	64	1197113	u mai set yokt e	umaiseiʔyokte	3nsS/A NEG kill NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 452 2460 1234	pear_8-1.0857	adult	Experimental	10220	u.mai	ag.neg	"ag,neg"
cldlch2r07s04	65	95606	mai a khat th e	maiakhatte	NEG 2S/A go NEG IND.PST	prefix prefix stem suffix suffix	1199 654 1363 2458 1234	CLDLCh2R07S04.456	CLDL	Conversation	9661	mai.a	neg.ag	"ag,neg"
clldch1r13s02	65	356680	mai a khat th e	maiakhatte	NEG 2S/A go NEG IND.PST	prefix prefix stem suffix suffix	1199 654 1363 2458 1234	CLLDCh1R13S02.1237	CLLD	Conversation	9722	mai.a	neg.ag	"ag,neg"
clldch1r13s04	65	359361	mai a khat t e	maiakhatte	NEG 2S/A go NEG IND.PST	prefix prefix stem suffix suffix	1199 654 1363 2458 1234	CLLDCh1R13S04.086	CLLD	Conversation	9724	mai.a	neg.ag	"ag,neg"
clldch1r13s04	65	359339	mai a khat t e	maiakhatte	NEG 2S/A go NEG IND.PST	prefix prefix stem suffix suffix	1199 654 1363 2458 1234	CLLDCh1R13S04.078	CLLD	Conversation	9724	mai.a	neg.ag	"ag,neg"
cldlch2r07s04	65	95582	mai a lud th a ŋ e	maialutehẽ	NEG 2S/A tell NEG PST 1sS/P IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 654 1575 2458 1202 2875 1234	CLDLCh2R07S04.449	CLDL	Conversation	9661	mai.a	neg.ag	"ag,neg"
cldlch2r07s04	65	95581	mai a lud th a ŋ ni ŋ e	maalutaŋnɨhẽ	NEG 2S/A tell NEG PST 1sS/P 2/3p 1sS/P IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	1199 654 1575 2458 1202 2875 2329 2875 1234	CLDLCh2R07S04.449	CLDL	Conversation	9661	mai.a	neg.ag	"ag,neg"
clldch4r13s02	65	978332	mai a that th e	maiathatte	NEG 2S/A be.seen NEG IND.PST	prefix prefix stem suffix suffix	1199 654 2261 2458 1234	CLLDCh4R13S02.511	CLLD	Conversation	9658	mai.a	neg.ag	"ag,neg"
clldch3r06s01	65	635187	a mai num yokt e	amainumyokte	2S/A NEG salt NEG IND.PST	prefix prefix stem suffix suffix	654 1199 5247 2460 1234	CLLDCh3R06S01.0240	CLLD	Conversation	9376	a.mai	ag.neg	"ag,neg"
clldch3r06s01	65	635190	a mai num yokt e	amainumyokte	2S/A NEG salt NEG IND.PST	prefix prefix stem suffix suffix	654 1199 5247 2460 1234	CLLDCh3R06S01.0242	CLLD	Conversation	9376	a.mai	ag.neg	"ag,neg"
cldlch2r05s06	66	75981	u mai ŋis yokt e	umainiyokte	3nsS/A NEG know NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 335 2460 1234	CLDLCh2R05S06.211	CLDL	Conversation	7300	u.mai	ag.neg	"ag,neg"
cldlch2r05s06	66	77212	u mai ŋis yokt e	umainiyokte	3nsS/A NEG know NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 335 2460 1234	CLDLCh2R05S06.475	CLDL	Conversation	7300	u.mai	ag.neg	"ag,neg"
cldlch2r05s06	66	75965	u mai ŋis yokt e	umainiyokte	3nsS/A NEG know NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 335 2460 1234	CLDLCh2R05S06.207	CLDL	Conversation	7300	u.mai	ag.neg	"ag,neg"
cldlch2r05s06	66	76570	u mai ta lat u yokt e	umantaladuwakte	3nsS/A NEG FOC take.out 3P NEG IND.PST	prefix prefix stem stem suffix suffix suffix	1201 1199 496 1514 2459 2460 1234	CLDLCh2R05S06.338	CLDL	Conversation	7300	u.mai	ag.neg	"ag,neg"
int_mxr	67	1114270	mai a khag yokt u ŋs e	maakhaŋyoktuŋse	NEG 2S/A see NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 654 1366 2460 2459 6702 1234	INT_MXR.0339	adult	Conversation	10105	mai.a	neg.ag	"ag,neg"
pear_11-1	67	1182018	u mai lud yokt e	umaluyokteʔ	3nsS/A NEG tell NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 1575 2460 1234	pear_11-1.0325	adult	Experimental	12878	u.mai	ag.neg	"ag,neg"
pear_11-1	67	1182007	u mai cekt	umacek	3nsS/A NEG speak	prefix prefix stem	1201 1199 45	pear_11-1.0323	adult	Experimental	12878	u.mai	ag.neg	"ag,neg"
ctn_talk01	68	1037292	u mai nek yokt u ce	umanekyoktace	3nsS/A NEG bite NEG 3P ns	prefix prefix stem suffix suffix suffix	1201 1199 2489 2460 2459 6748	ctn_talk01.135	adult	Conversation	20956	u.mai	ag.neg	"ag,neg"
clldch4r12s08	69	973460	u mai hid yokt e	umahiokte	3nsS/A NEG be.able NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 127 2460 1234	CLLDCh4R12S08.0707	CLLD	Conversation	15153	u.mai	ag.neg	"ag,neg"
clldch4r12s07	69	970080	u mai ta yokt a ŋs e	umatayoktaŋse	3nsS/A NEG come NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 2192 2460 1202 6702 1234	CLLDCh4R12S07.378	CLLD	Conversation	15152	u.mai	ag.neg	"ag,neg"
clldch4r02s03	69	791392	a mai kos th a ŋs a kha	amakotaŋsakha	2S/A NEG roam NEG PST PRF PST NMLZ	prefix prefix stem suffix suffix suffix suffix suffix	654 1199 1455 2458 1202 6702 1202 1335	CLLDCh4R02S03.2507	CLLD	Conversation	14824	a.mai	ag.neg	"ag,neg"
clldch4r11s03	69	948272	a mai tept yokt a ŋs a kha	amaitepoktaŋsakha	2S/A NEG wash NEG PST PRF PST NMLZ	prefix prefix stem suffix suffix suffix suffix suffix	654 1199 2241 2460 1202 6702 1202 1335	CLLDCh4R11S03.447	CLLD	Conversation	15091	a.mai	ag.neg	"ag,neg"
clldch4r02s01	69	776612	a mai pid yokt u m e	amaipioktume	2S/A NEG give NEG 3P 1/2nsA IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 363 2460 2459 1683 1234	CLLDCh4R02S01.0398	CLLD	Conversation	14822	a.mai	ag.neg	"ag,neg"
tangkera_04	70	1259596	u mai hid th e	umahite	3nsS/A NEG can NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 127 2458 1234	tangkera_04.634	adult	Conversation	19709	u.mai	ag.neg	"ag,neg"
tangk_khadak	70	1250106	u mai numd th a kha	umainumthakha	3nsS/A NEG do NEG PST NMLZ	prefix prefix stem suffix suffix suffix	1201 1199 1781 2458 1202 1335	tangk_khadak.103	adult	Conversation	19710	u.mai	ag.neg	"ag,neg"
tangkera_03	70	1256959	ma a pid e	maapide	1nseP 2S/A give IND.PST	prefix prefix stem suffix	656 654 363 1234	tangkera_03.134	adult	Conversation	19709	ma.a	pat.ag	"ag,pat"
cldlch3r01s04	71	114074	a mai khag yokt a ŋs e	amaikhaŋyoktaŋse	2S/A NEG see NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 1366 2460 1202 6702 1234	CLDLCh3R01S04.065	CLDL	Conversation	15637	a.mai	ag.neg	"ag,neg"
cldlch3r01s03	71	111268	a mai ta khag yokt a ŋs e	amaitakhaŋyoktaŋse	2S/A NEG FOC watch NEG PST PERF IND.PST	prefix prefix stem stem suffix suffix suffix suffix	654 1199 496 1366 2460 1202 6702 1234	CLDLCh3R01S03.044	CLDL	Conversation	15637	a.mai	ag.neg	"ag,neg"
clldch3r12s08	72	731873	u kha pid no	ukhapino	3sA 1nsP give IND.NPST	prefix prefix stem suffix	1201 655 363 2330	CLLDCh3R12S08.352	CLLD	Conversation	12120	u.kha	ag.pat	"ag,pat"
clldch4r09s01	73	919391	mai a khatt th u kha	maiakhattokha	NEG 2S/A take NEG 3P NMLZ	prefix prefix stem suffix suffix suffix	1199 654 1364 2458 2459 1335	CLLDCh4R09S01.0994	CLLD	Conversation	22995	mai.a	neg.ag	"ag,neg"
clldch3r12s02	73	723152	mai a lud yokt u ce e	maialuktuce	NEG 2S/A tell NEG 3P 3nsP IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 654 1575 2460 2459 1204 1234	CLLDCh3R12S02.002	CLLD	Conversation	23116	mai.a	neg.ag	"ag,neg"
clldch4r07s04	73	893517	mai a numd th i ŋs i e	maianumtisiheʔ	NEG 2S/A do NEG 1/2pS/P PRF 1/2pS/P IND.PST	prefix prefix stem suffix suffix suffix suffix suffix	1199 654 1781 2458 1678 6702 1678 1234	CLLDCh4R07S04.1575	CLLD	Conversation	22931	mai.a	neg.ag	"ag,neg"
clldch4r03s03	73	806311	mai a tept th u m e	maateptumhẽ	NEG 2S/A wash NEG 3P 1/2nsA IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 654 2241 2458 2459 1683 1234	CLLDCh4R03S03.1016	CLLD	Conversation	22817	mai.a	neg.ag	"ag,neg"
clldch4r09s03	74	921270	u mai chitt th u yakt u kha	umaichiʔthuwaktakha	3nsS/A NEG meet NEG 3P IPFV 3P NMLZ	prefix prefix stem suffix suffix suffix suffix suffix	1201 1199 79 2458 2459 6674 2459 1335	CLLDCh4R09S03.328	CLLD	Conversation	12486	u.mai	ag.neg	"ag,neg"
clldch4r03s02	75	802241	u mai tis yokt e	umatiyokte	3nsS/A NEG put.into NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 2326 2460 1234	CLLDCh4R03S02.0738	CLLD	Conversation	26568	u.mai	ag.neg	"ag,neg"
cldlch3r06s06	75	162647	a mai numd th u ŋs e	amainutose	2S/A NEG make NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 1781 2458 2459 6702 1234	CLDLCh3R06S06.028	CLDL	Conversation	26869	a.mai	ag.neg	"ag,neg"
clldch2r08s03	76	481563	mai u khutt u nɨŋ	maiukhuttonoŋ	1nsiP 3nsS/A bring 3P NEG	prefix prefix stem suffix suffix	1198 1201 219 2459 2457	CLLDCh2R08S03.523	CLLD	Conversation	14585	mai1P.u	pat.ag	"ag,pat"
clldch2r13s04	76	549322	mai u khat t e	maiukhatte	NEG 3nsS/A go NEG IND.PST	prefix prefix stem suffix suffix	1199 1201 1363 2458 1234	CLLDCh2R13S04.564	CLLD	Conversation	14808	mai.u	neg.ag	"ag,neg"
clldch2r02s06	76	392431	mai u kat t e	maiukatte	NEG 3nsS/A come.up NEG IND.PST	prefix prefix stem suffix suffix	1199 1201 156 2458 1234	CLLDCh2R02S06.0508	CLLD	Conversation	14404	mai.u	neg.ag	"ag,neg"
clldch2r06s07	76	449874	mai u soŋs th a ce e	mausoŋtace	NEG 3nsS/A move NEG PST d IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 481 2458 1202 1203 1234	CLLDCh2R06S07.0383	CLLD	Conversation	14528	mai.u	neg.ag	"ag,neg"
clldch2r09s02	76	491790	mai u chitt th u ce e	maiuchittuce	NEG 3nsS/A find NEG 3P 3nsP IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 79 2458 2459 1204 1234	CLLDCh2R09S02.551	CLLD	Conversation	14613	mai.u	neg.ag	"ag,neg"
clldch2r10s10	76	515380	mai ta a pit yokt e ʔ	mataapiyokteʔ	NEG FOC 2S/A allow NEG IND.PST EMPH	prefix stem prefix stem suffix suffix suffix	1199 496 654 5602 2460 1234 6766	CLLDCh2R10S10.201	CLLD	Conversation	14651	mai.a	neg.ag	"ag,neg"
clldch2r12s02	76	533451	mai a hid yokt e	maiahiyokte	NEG 2S/A be.able NEG IND.PST	prefix prefix stem suffix suffix	1199 654 127 2460 1234	CLLDCh2R12S02.457	CLLD	Conversation	14735	mai.a	neg.ag	"ag,neg"
clldch2r05s05	76	434142	mai a khems yokt e	maiakheyokte	NEG 2S/A listen NEG IND.PST	prefix prefix stem suffix suffix	1199 654 1370 2460 1234	CLLDCh2R05S05.711	CLLD	Conversation	14497	mai.a	neg.ag	"ag,neg"
clldch2r03s04	76	409874	mai a pid u ŋs e	maiapitoŋse	NEG 2S/A give 3P PRF IND.PST	prefix prefix stem suffix suffix suffix	1199 654 363 2459 6702 1234	CLLDCh2R03S04.0570	CLLD	Conversation	14433	mai.a	neg.ag	"ag,neg"
clldch2r03s04	76	410995	mai a pid yokt e	maʔapiyokte	NEG 2S/A give NEG IND.PST	prefix prefix stem suffix suffix	1199 654 363 2460 1234	CLLDCh2R03S04.1058	CLLD	Conversation	14433	mai.a	neg.ag	"ag,neg"
clldch3r12s08	76	732854	u mai katt a ŋs e	umakattaŋse	3nsS/A NEG bring.up PST PRF IND.PST	prefix prefix stem suffix suffix suffix	1201 1199 158 1202 6702 1234	CLLDCh3R12S08.691	CLLD	Conversation	14736	u.mai	ag.neg	"ag,neg"
clldch2r14s01	76	550830	u mai ta yokt a ŋs a ce e	umataoktaŋsace	3nsS/A NEG come NEG PST PRF PST d IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	1201 1199 2192 2460 1202 6702 1202 1203 1234	CLLDCh2R14S01.158	CLLD	Conversation	14868	u.mai	ag.neg	"ag,neg"
clldch2r03s03	76	407650	u mai chitt e	umaichitte	3nsS/A NEG find IND.PST	prefix prefix stem suffix	1201 1199 79 1234	CLLDCh2R03S03.0847	CLLD	Conversation	14431	u.mai	ag.neg	"ag,neg"
clldch2r04s01	76	417637	a mai pid e ʔ	amapideʔ	2S/A 1nsiP give IND.PST EMPH	prefix prefix stem suffix suffix	654 1198 363 1234 6766	CLLDCh2R04S01.0808	CLLD	Conversation	14459	a.mai1P	ag.pat	"ag,pat"
clldch1r04s05	76	242951	a mai khat th e	amakhathe	2S/A NEG go NEG IND.PST	prefix prefix stem suffix suffix	654 1199 1363 2458 1234	CLLDCh1R04S05.1067	CLLD	Conversation	14461	a.mai	ag.neg	"ag,neg"
clldch3r12s08	76	732253	a mai patt yokt e	amapaiʔyokte	2S/A NEG call NEG IND.PST	prefix prefix stem suffix suffix	654 1199 1842 2460 1234	CLLDCh3R12S08.485	CLLD	Conversation	14736	a.mai	ag.neg	"ag,neg"
clldch2r03s03	76	407587	a mai lond t i ŋs i hẽ	amailontiŋsihẽ	2S/A NEG appear NEG 1/2pS/P PRF 1/2pS/P PST	prefix prefix stem suffix suffix suffix suffix suffix	654 1199 256 2458 1678 6702 1678 1234	CLLDCh2R03S03.0832	CLLD	Conversation	14431	a.mai	ag.neg	"ag,neg"
clldch4r07s08	76	903821	a mai tat th i ŋs i e	amatatthisiye	2S/A NEG bring NEG 1/2pS/P PRF 1/2pS/P IND.PST	prefix prefix stem suffix suffix suffix suffix suffix	654 1199 7035 2458 1678 6702 1678 1234	CLLDCh4R07S08.498	CLLD	Conversation	14550	a.mai	ag.neg	"ag,neg"
clldch2r08s01	76	473425	a mai ca yokt a kha	amaicayoktakha	2S/A NEG eat NEG PST NMLZ	prefix prefix stem suffix suffix suffix	654 1199 771 2460 1202 1335	CLLDCh2R08S01.0247	CLLD	Conversation	14583	a.mai	ag.neg	"ag,neg"
clldch2r09s02	76	491786	a mai chitt th u ce e	amachittuce	2S/A NEG find NEG 3P 3nsP IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 79 2458 2459 1204 1234	CLLDCh2R09S02.550a	CLLD	Conversation	14613	a.mai	ag.neg	"ag,neg"
cldlch3r04s01	77	138531	a mai chitt yokt a ce kha	amaichiyatacekha	2S/A NEG meet NEG PST d NMLZ	prefix prefix stem suffix suffix suffix suffix	654 1199 79 2460 1202 1203 1335	CLDLCh3R04S01.251	CLDL	Conversation	12244	a.mai	ag.neg	"ag,neg"
clldch2r09s02	78	491753	mai na pid th i hẽ	mainapitihẽ	NEG 3>2 give NEG 1/2pS/P PST	prefix prefix stem suffix suffix suffix	1199 1200 363 2458 1678 1234	CLLDCh2R09S02.535	CLLD	Conversation	6571	mai.na	neg.pat	"neg,pat"
clldch4r09s01	78	918935	mai na pid yokt e	mainapite	NEG 3>2 give NEG IND.PST	prefix prefix stem suffix suffix	1199 1200 363 2460 1234	CLLDCh4R09S01.0747	CLLD	Conversation	6570	mai.na	neg.pat	"neg,pat"
clldch1r06s01	78	271389	mai a khag th e	maiakhaŋte	NEG 2S/A recognize NEG IND.PST	prefix prefix stem suffix suffix	1199 654 1366 2458 1234	CLLDCh1R06S01.1229	CLLD	Conversation	6481	mai.a	neg.ag	"ag,neg"
clldch1r09s03	78	308187	u mai khatt th e	umaikhatte	3nsS/A NEG take NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 1364 2458 1234	CLLDCh1R09S03.199	CLLD	Conversation	6570	u.mai	ag.neg	"ag,neg"
clldch1r09s06	78	312203	a mai lukt th u ce e	amailuktace	2S/A NEG pour NEG 3P d IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 1579 2458 2459 1203 1234	CLLDCh1R09S06.471	CLLD	Conversation	6571	a.mai	ag.neg	"ag,neg"
clldch1r03s02	78	220239	a mai thend t e	amaithente	2S/A NEG pick.up NEG IND.PST	prefix prefix stem suffix suffix	654 1199 2278 2458 1234	CLLDCh1R03S02.0238	CLLD	Conversation	6389	a.mai	ag.neg	"ag,neg"
clldch3r02s01	78	578458	a mai thukt t i ŋs i hẽ	amaithukthiŋsihe	2S/A NEG cook NEG 1/2pS/P PRF 1/2pS/P PST	prefix prefix stem suffix suffix suffix suffix suffix	654 1199 2303 2458 1678 6702 1678 1234	CLLDCh3R02S01.257	CLLD	Conversation	6361	a.mai	ag.neg	"ag,neg"
clldch3r02s06	78	592174	a mai yukt th a ŋ kha	amayukthaŋkha	2S/A NEG keep.for NEG PST 1sS/P NMLZ	prefix prefix stem suffix suffix suffix suffix	654 1199 2472 2458 1202 2875 1335	CLLDCh3R02S06.012	CLLD	Conversation	6364	a.mai	ag.neg	"ag,neg"
clldch3r02s01	78	578430	a mai pid th u m e	amaipithumhe	2S/A NEG give NEG 3P 1/2nsA IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 363 2458 2459 1683 1234	CLLDCh3R02S01.244	CLLD	Conversation	6361	a.mai	ag.neg	"ag,neg"
clldch3r02s01	78	578423	a mai pid yokt u m e	amaipiyoktumhe	2S/A NEG give NEG 3P 1/2nsA IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 363 2460 2459 1683 1234	CLLDCh3R02S01.242	CLLD	Conversation	6361	a.mai	ag.neg	"ag,neg"
clldch2r02s06	79	394157	mai u kat t a ŋs e	maiukattaŋse	NEG 3nsS/A come.up NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 156 2458 1202 6702 1234	CLLDCh2R02S06.1088	CLLD	Conversation	19710	mai.u	neg.ag	"ag,neg"
clldch1r04s02	80	235429	mai u lis yokt a ŋs e	maiuliyoktaŋse	NEG 3nsS/A be NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 1558 2460 1202 6702 1234	CLLDCh1R04S02.0525	CLLD	Conversation	15566	mai.u	neg.ag	"ag,neg"
clldch1r11s01	80	331886	mai u thu a yakt a ŋs e	mauthuwaktaŋseʔ	NEG 3nsS/A get.ready PST IPFV PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix suffix	1199 1201 2301 1202 6674 1202 6702 1234	CLLDCh1R11S01.200	CLLD	Conversation	15782	mai.u	neg.ag	"ag,neg"
clldch1r02s03b	80	204268	mai ta u patt yokt u ŋs e	mataupaiʔoktoŋse	NEG FOC 3nsS/A call NEG 3P PRF IND.PST	prefix stem prefix stem suffix suffix suffix suffix	1199 496 1201 1842 2460 2459 6702 1234	CLLDCh1R02S03b.079	CLLD	Conversation	15512	mai.u	neg.ag	"ag,neg"
clldch1r05s01	80	256724	mai ta u buk th a ŋs e	mataubukthaŋseʔ	NEG FOC 3nsS/A call.to.help NEG PST PRF IND.PST	prefix stem prefix stem suffix suffix suffix suffix	1199 496 1201 21 2458 1202 6702 1234	CLLDCh1R05S01.0711	CLLD	Conversation	15599	mai.u	neg.ag	"ag,neg"
clldch1r05s02	80	258108	mai a tept yokt e	maiatepyokte	NEG 2S/A wash NEG IND.PST	prefix prefix stem suffix suffix	1199 654 2241 2460 1234	CLLDCh1R05S02.216	CLLD	Conversation	15601	mai.a	neg.ag	"ag,neg"
clldch1r06s01	80	268504	mai a tɨkt yokt e	maʔatɨkyokte	NEG 2S/A wipe.for.sb NEG IND.PST	prefix prefix stem suffix suffix	1199 654 2363 2460 1234	CLLDCh1R06S01.0020	CLLD	Conversation	15631	mai.a	neg.ag	"ag,neg"
clldch1r06s01	80	269887	mai a pid t e	maiapite	NEG 2S/A give NEG IND.PST	prefix prefix stem suffix suffix	1199 654 363 2458 1234	CLLDCh1R06S01.0599	CLLD	Conversation	15631	mai.a	neg.ag	"ag,neg"
clldch1r02s01	80	198484	na mai pid u yakt e	namapiokte	3>2 NEG give 3P IPFV IND.PST	prefix prefix stem suffix suffix suffix	1200 1199 363 2459 6674 1234	CLLDCh1R02S01.0023	CLLD	Conversation	15507	na.mai	pat.neg	"neg,pat"
clldch1r04s01	80	232109	u mai lis yokt a ŋs e	umaliyoktaŋse	3nsS/A NEG be NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 1558 2460 1202 6702 1234	CLLDCh1R04S01.135	CLLD	Conversation	15566	u.mai	ag.neg	"ag,neg"
clldch1r04s05	80	240490	u mai ta yokt e	umatayokte	3nsS/A NEG come NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 2192 2460 1234	CLLDCh1R04S05.0054	CLLD	Conversation	15569	u.mai	ag.neg	"ag,neg"
clldch1r07s05	80	289026	u mai ta yokt e	umatayokte	3nsS/A NEG come NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 2192 2460 1234	CLLDCh1R07S05.046	CLLD	Conversation	15656	u.mai	ag.neg	"ag,neg"
clldch1r07s07	80	292359	a mai hid yokt e	amahiyokte	2S/A NEG be.able NEG IND.PST	prefix prefix stem suffix suffix	654 1199 127 2460 1234	CLLDCh1R07S07.242	CLLD	Conversation	15658	a.mai	ag.neg	"ag,neg"
clldch1r08s01	80	295781	a mai khat yokt a kha	amakhaiyoktakha	2S/A NEG go NEG PST NMLZ	prefix prefix stem suffix suffix suffix	654 1199 1363 2460 1202 1335	CLLDCh1R08S01.0872	CLLD	Conversation	15690	a.mai	ag.neg	"ag,neg"
clldch1r03s06	80	229358	a mai khag t he	amakhaŋthe	2S/A NEG see NEG ePST	prefix prefix stem suffix suffix	654 1199 1366 2458 1234	CLLDCh1R03S06.422	CLLD	Conversation	15543	a.mai	ag.neg	"ag,neg"
clldch1r03s06	80	229229	a mai nis yokt u ŋs e	amaniyoktoŋse	2S/A NEG know NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 335 2460 2459 6702 1234	CLLDCh1R03S06.378	CLLD	Conversation	15543	a.mai	ag.neg	"ag,neg"
clldch1r09s03	80	308641	a mai pid yokt u ŋs e	amapiyoktoŋse	2S/A NEG give NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 363 2460 2459 6702 1234	CLLDCh1R09S03.399	CLLD	Conversation	15720	a.mai	ag.neg	"ag,neg"
clldch1r09s03	80	308133	kha u phad ne	khauphane	1nsP 3nsS/A help OPT	prefix prefix stem suffix	655 1201 1869 1767	CLLDCh1R09S03.174	CLLD	Conversation	15720	kha.u	pat.ag	"ag,pat"
clldch1r11s02	80	332516	kha a khott no	khaakhotno	1nsP 2S/A tease IND.NPST	prefix prefix stem suffix	655 654 1400 2330	CLLDCh1R11S02.184	CLLD	Conversation	15782	kha.a	pat.ag	"ag,pat"
clldch1r11s02	80	332524	kha a khott no	khaakhotno	1nsP 2S/A tease IND.NPST	prefix prefix stem suffix	655 654 1400 2330	CLLDCh1R11S02.187	CLLD	Conversation	15782	kha.a	pat.ag	"ag,pat"
